baidu 百度
打趣 玩笑
打手式 打手势
打手势 打手式
打水 汲水
打水 取水
打顺风锣 打顺风旗
打算 计划
打碎 打坏
打胎 堕胎
打胎 人工流产
打听 探问
打听 探询
打消 撤销
打眼号 递眼色
打仗 交兵
大败 大北
大半 泰半
大材小用 牛鼎烹鸡
大肠告小肠 饥肠辘辘
大氅 斗篷
大澈大悟 澈底觉悟
大胆 斗胆
大胆 果敢
大刀阔斧 大马金刀
大抵 大略
大抵 大致
大抵 约略
大发雷霆 暴跳如雷
大发雷霆 老羞成怒
大发雷霆 恼羞成怒
大发雷霆 怒形于色
大夫 医生
大富 豪富
大概 或许
大概 或者
大概 可能
大概 也许
大纲 纲领
大纲 纲目
大公无私 大公至正
大公无私 公而忘私
大公无私 公而无私
大公无私 公耳忘私
大公至正 光明正大
大公至正 堂堂正正
大喊 大呼
大亨 富翁
大呼 大喊
大呼 大叫
大话 鬼话
大话 谎话
大话 诳言
大惑不解 百思不解
大家 人人
大将 上将
大力 鼎力
大力成全 鼎力玉成
大路 亨衢
大略 粗略
大略 大抵
大略 大概
大名 台甫
大名鼎鼎 赫赫有名
大模大样 高视阔步
大难 浩劫
大难不死 劫后余生
大年夜 除夕夜
大权独揽 大权在握
大煞风景 焚琴煮鹤
大声 高声
大水 洪水
大肆咆哮 怒不可遏
大庭广众 稠人广众
大庭广众 公开场合
大庭广众 众目睽睽
大喜过望 喜出望外
大相径庭 截然不同
大相径庭 天差地别
大雨滂沱 大雨如注
大贼 剧盗
大张旗鼓 轰轰烈烈
大志 弘愿
大志 宏愿
大志 洪志
大众 公共
大众 民众
大众化 普通化
大族 富家
大醉 酣醉
大醉 烂醉
大作 高文
大作 鸿文
呆笨 鲁钝
呆笨 愚拙
呆滞 板滞
呆滞 凝滞
呆子 白痴
歹毒 恶毒
歹徒 暴徒
歹徒横行 恶人得势
歹意 恶意
代理 代办
代替 取代
带领 率领
带路 领路
待价而沽 囤积居奇 奇货可居
怠惰 怠懈
怠惰 懈怠
怠倦 疲乏
逮捕 拘系
戴德 感恩
戴孝 带孝
丹成相许 披肝沥胆
丹诚相许 沥胆披肝
丹青 图画
丹心 赤忱
单纯 纯真
单刀赴会 孤军作战
单独 零丁
独身 只身
单位 单元
单子 票据
担搁 耽搁
担任 担负
担水 挑水
担心 担忧
耽搁 担搁
耽搁 耽延
耽搁 拖延
耽搁 延宕
耽误 迟误
耽误 延迟
耽心 担心
耽忧 担忧
殚精竭虑 竭尽心思
殚精竭虑 殚思极虑
胆大心细 胆大心小
胆量 胆子
胆破心惊 心胆俱寒
胆怯 胆寒
胆怯 怯生生
胆小 怯懦
胆小 怯弱
胆战心惊 心惊肉跳 提心吊胆 
惶惶不安 人心惶惶
旦夕 朝夕
旦夕 晨夕
但若 但如果
但是 可是
但是 然则
但愿 希望
弹琴 抚琴
弹丸之地 方寸之地
弹丸之地 立锥之地
弹无虚发 百发百中
弹压 镇压
弹指之间 转瞬之间
淡泊 恬澹
淡薄 稀薄
淡漠 冷淡
淡漠 冷漠
淡色 浅色
当兵 从戎
当兵 投军
当场 就地
当成 当做
当代 现代
当地 本地
当机立断 应机立断
当即 立即
当今 现今
当面错过 失之交臂
当然 固然
义不容辞 义无反顾
当时 那时
当作 看成
当做 当作
党魁 党首
党首 党魁
荡垢涤污 伐毛洗髓
荡漾 激荡
荡舟 划船
荡子 浪子
档册 案卷
刀兵 兵器
刀刀见血 一语破的
刀刀见血 一针见血
刀光剑影 刀光血影
刀山火海 龙潭虎穴
刀头之蜜 佛口蛇心
导致 致使
倒背如流 滚瓜烂熟
倒持泰阿 授人以柄
倒楣 倒霉
倒塌 倾圮
倒塌 坍毁
倒台 垮台
倒腾 捣腾
倒映 反照
倒置 颠倒
捣蛋 捣鬼
捣鬼 捣乱
捣毁 摧毁
捣乱 拆台
捣腾 倒腾
祷告 祈祷
到差 赴任
到处 处处
到处 各处
到处 随处
到处为家 断梗飘萍
到处为家 四海为家
到达 达到
到底是 究竟是
到临 光临
到临 降临
到临 莅临
到手 得手
悼念 吊唁
盗匪 伏莽
盗魁 盗首
盗窃 偷盗
盗取 窃取
盗贼四起 地方不宁
盗贼四起 萑苻不靖
道别 作别
道贺 道喜
道理 事理
道歉 报歉
得病 抱病
得才兼备 品学兼优
得寸进尺 软土深掘
得当 适当
得当 适合
得到 获得
得过且过 苟且偷生
得救 获救
得陇望蜀 贪猥无厌
得陇望蜀 贪心不足
得胜 告捷
得胜 获胜
得悉 得知
得心应手 驾轻就熟
得心应手 轻车熟路
得意 自满
得意 自得
得意洋洋 自鸣得意
得罪 开罪
得罪 冒犯
德配 元配
德威并用 恩威并重
德威并用 剿抚兼施
德行 德性
的确 切实
灯胆 灯泡
灯号 暗号
灯号 暗记
灯火辉煌 火树银花
灯心 灯芯
灯烛辉煌 灯火辉煌
登岸 登陆
登基 即位
登科 及第
登科 考中
登科 录取
登龙术 成名术
登陆 上岸
登山 爬山
登时 顿时
登位 登基
登载 刊登
等到 比及
等候 等待
等级 品级
等量齐观 混为一谈
等同 同等
瞪眼 努目
瞪眼 怒视
低沉 低落
低沉 消沉
低声密语 交头接耳
低声下气 低三下四
低头 垂头
低微 微贱
敌人 仇敌
敌视 仇视
敌手 对手
嫡妻 发妻
嫡亲 近亲
嫡亲 至亲
嫡系 嫡派
嫡系 直系
诋毁 毁谤
底稿 草稿
底稿 初稿
底细 内情
底子 基础
抵触 抵牾
抵挡 抵抗
抵抗 抵御
抵抗 抵制
抵赖 狡赖
抵押 典质
地步 境界
地点 地址
地方 处所
地方官 父母官
地府 鬼门关
地府 九泉
地皮 土地
地痞 混混
地痞 流氓
地痞 泼皮
地契 方单
地区 地域
地区 区域
地主 田主
弟妇 弟媳
弟子 门生
第宅 公馆
谛听 倾听
缔盟 订盟
缔盟 结盟
缔姻 联婚
缔造 创造 发明
掂量 权衡
颠倒 倒置
颠倒黑白 混淆黑白
颠倒黑白 指鹿为马
颠沛流离 流离失所
颠沛流离 流离转徙
颠三倒四 语无伦次
典范 范例
典礼 仪式
典质 抵押
点头 颔首
点头答应 颔首应承
电机 机电
电扇 风扇
店铺 店肆
店铺 商号
店肆 店铺
店员 伙计
店主 店东
玷辱 玷污
惦记 惦念
惦念 想念
奠定 奠基
刁滑 奸险
刁滑 奸诈
刁滑 险诈
凋零 残落
凋零 凋谢
凋零 雕残
凋落 凋谢
碉堡 堡垒
雕虫小技 虫篆之技
雕刻 雕镂
雕刻 镌刻
雕栏 栏杆
雕琢 砥砺
吊挂 悬挂
吊颈 上吊
吊民伐罪 除暴安良
吊丧 吊祭
吊丧 吊问
吊销 撤消
钓饵 诱饵
钓鱼 垂钓
调班 换班
调拨 挑唆
调查 查询
调处 调解
调度 调剂
调换 更换
调集 集结
调集 纠集
调侃 奚弄
调理 调治
调理 疗养
调派 派遣
调皮 淘气
调停 调解
调养 保养
调子 音调
掉队 落伍
跌宕 跌荡 放诞
跌倒 摔倒
跌价 贬价
跌价 减价
跌价 落价
谍报 情报
喋喋不休 咕哝不已
喋血 蹀血
蹀躞 踥蹀
丁忧 父（母）丧
丁忧 母丧
丁壮 壮年
叮咛 丁宁
盯梢 钉梢
钉扣子 缝扣子
顶峰 颠峰
顶用 中用
顶撞 顶嘴
鼎力 大力
鼎力 大举
鼎立 鼎峙
鼎盛 壮盛
鼎新 更始
鼎峙 鼎立
鼎足之势 三分鼎足
鼎足之势 三足鼎立
鼎祚 国运
鼎祚 国祚
订单 定单
订定 制定
订婚 订亲
订婚 定亲
订货 定货
订价 定价
订盟 缔盟
订阅 定阅
订正 勘误
订正 考订
定单 订单
定都 建都
定规 定例
定居 假寓
定例 定规
定名 命名
定命 定数
定命 天命
定期 按期
定胜败 分高下
定时 按时
定时 守时
定时 准时
定义 界说
定则 定章
定章 定则
丢魂失魄 魂不附体
丢弃 抛弃
东倒西歪 七颠八倒
东风 春风
东洋 东瀛
冬风 北风
冬眠 蛰伏
冬日 冬季
冬天 冬季
动工 开工
动机 念头
动怒 起火
动人肺腑 感人心曲
动身 起程
动手 下手
动手 着手
动听 悦耳
动辄得咎 跋前踬后
恫吓 威吓
洞居 穴居
洞开 敞开
洞若观火 了如指掌
洞穴 洞窟
洞烛奸邪 明镜高悬
都城 国都
都城 京城
都城 首都
都会 城市
都会 都邑
都门 京都
都门 京师
都市 都会
兜售 兜销
斗南一人 旷世一人
斗篷 大氅
斗趣儿 逗趣儿
斗室 小房
斗志昂扬 意气风发
抖擞 焕发
陡峭 峻峭
豆浆 豆乳
豆蔻年华 及笄年华
豆芽 芽菜
逗留 勾留
督促 催促
督工 管工
督工 监工
毒酒 鸩酒
毒辣 狠毒
毒杀 鸩杀
毒手 辣手
读书 念书
渎职 溺职
独裁 专制
独出机杼 别出心裁
独断独行 一意孤行
独断专行 刚愎自用
独断专行 固执己见
独断专行 一意孤行
独居 茕居
独立 自力
独木难支 孤掌难鸣
独树一帜 标新立异
独特 奇特
独一 唯一
独一无二 并世无双
独占鳌头 夺得冠军
笃信 深信
堵塞 梗塞
赌博 赌钱
妒忌 嫉妒
杜门不出 闭门不出
杜撰 诬捏
度过 渡过
度日 过活
渡过 度过
渡水 涉水
蠹虫 蛀虫
端倪 眉目
端住 捧住
端庄 矜重
端庄 正经
端坐 危坐
短促 急促
短命 短寿
短期 短时间
短缺 欠缺
短寿 短折
断定 判定
断港绝潢 穷途末路
断港绝潢 走头无路
断港绝潢 走投无路
断交 决绝
断绝往来 不相闻问
断命 毕命
断念 死心
断气 气绝
断然 决然 毅然
断送 葬送
锻造 铸造
堆积 聚积
队伍 步队
队伍 部队
对比 对照
对比 比较
对待 看待
对调 对换
对立 对峙
对手 敌手
对弈 棋战
对照 对比
对折 半数
对证 对质
对症下药 有的放矢
对峙 僵持
对准 瞄准
敦促 催促
敦厚 敦朴
敦睦 亲善
顿挫 抑扬
顿脚 跺脚
顿首 稽首
遁词 饰词
遁迹 避难
多财善贾 长袖善舞
多此一举 画蛇添足
多次 屡次
多么 何等
多难 多灾
多少 几多
多少 几许
多数 大都
多数 多半
多余 过剩
多灾 多难
咄咄逼人 不可一世
哆嗦 颤抖
哆嗦 觳觫
夺目 醒目
躲避 遁藏
躲避 规避
躲避 隐匿
躲债 避债
舵手 梢公
讹传 谣传
讹诈 敲诈
峨眉山 峨嵋山
峨嵋山 峨眉山
额手称庆 以手加额
厄运 恶运
扼守 据守
扼要 简要
恶毒 狠毒
恶棍 无赖
恶疾 顽疾
恶劣 卑劣
恶梦 噩梦
恶相 凶相
恶性难改 怙恶不悛
恶意 歹意
恶运 厄运
恶兆 凶兆
遏恶扬善 隐恶扬善
遏止 抑止
噩耗 凶讯
恩仇 恩怨
恩德 恩义
恩惠 恩德
恩将仇报 以怨报德
恩情 恩典
儿歌 童谣
而后 尔后
而且 并且
尔后 而后
尔虞我诈 钩心斗角
耳环 耳饰
耳食之闻 道听涂说
耳提面命 谆谆教诲
耳语 私语
迩来 近来
二八佳人 妙龄少女
二黄 二簧
二心 他心
二者 两者
贰心 二心
发兵 出兵
发兵 兴兵
发兵 兴师
发病 病发
发财 发家
发愁 忧愁
发呆 发愣
发动 动员
发抖 颤栗
发奋 奋发
发奋图强 自强不息
发愤 立志
发疯 发狂
发号布令 发号令
发号令 发号布令
发号令 发号施令
发号施令 发号出令
发话器 话筒
发还 发回
发挥 施展
发火点 起火点
发急 焦灼
发急 着急
发酒疯 撒酒疯
发觉 觉察
发掘 挖掘
发难 举事
发难 起事
发妻 正室
发起 提议
发热 发烧
发人深省 发人深醒
发人深醒 发人深省
发上指冠 怒发冲冠
发誓 立誓
发誓 起誓
发问 提问
发祥 发源
发笑 失笑
发芽 抽芽
发源 起源
伐鼓 击鼓
伐木 砍木
法宝 宝贝
法场 刑场
法规 律例
法纪 纲纪
法律 功令
法术 神通
法术 术数
法网恢恢 天网恢恢
法眼 高眼
法衣 僧衣
法子 方法
帆海 航海
帆樯 帆柱
帆樯 桅竿
帆柱 帆竿
帆柱 帆樯
番薯 甘薯
翻滚 翻腾
翻江倒海 排山倒海
翻开 掀开
翻天覆地 天翻地覆
翻译员 传译员
翻云覆雨 朝三暮四
凡夫俗子 伧夫俗人
凡间 尘寰
凡间 尘间
凡间 世间
凡是有 凡有
烦吵 吵杂
烦闷 愁闷
烦闷 烦懑
烦恼 懊恼
烦厌 腻烦
烦躁 焦躁
樊笼 牢笼
蕃芜 茂盛
繁华 富贵
繁华 荣华
繁忙 忙碌
繁茂 茂盛
繁荣 繁华
繁荣昌盛 繁荣富强
繁言吝啬 尖酸刻薄
繁杂 复杂
繁重 沉重
反宾为主 反客为主
反冲力 后坐力
反复 频频
反复无常 反复不定
反抗 抵拒
反面 背面
反叛 叛逆
反叛 作乱
反省 检讨
反水 反叛
反水不收 覆水难收
反水不收 泼水难收
反响 回响
反映 反应
反照 倒映
返国 归国
返国 回国
返来 归来
返来 回来
返梢 回销
犯得上 犯得着
犯得着 犯得上
犯得着 犯的上
犯法 犯罪
犯讳 犯忌
犯境 入寇
犯人 监犯
犯人 囚犯
犯人 囚徒
犯人 罪人
犯罪 犯法
泛爱 博爱
泛论 畅谈
饭店 饭馆
饭店 饭铺
饭馆 饭店
范畴 范围
范畴 领域
范例 典范
范围 规模
贩子 商人
梵学 佛学
梵宇 佛寺
方便 便利
方才 刚刚
方寸已乱 心慌意乱
方法 方式
方方面面 各个方面
方剂 方子
方士 术士
方兴未艾 如日中天
方丈 住持
芳华 青春
芳香 芬芳
芳泽 芗泽
防备 防范
防备 预防
防地 防线
防范 提防
防寒 御寒
防患未然 及早防备
防患未然 有备无患
防守 戍守
防止 避免
房东 房主
房契 宅券
房屋 衡宇
仿佛 恍如
仿造 仿制
仿照 模仿
访候 拜望
彷佛 似乎
彷徨歧途 徘徊歧路
放荡 狂放
放荡不羁 放荡任气
放工 下班
放火 纵火
放晴 转晴
放任自流 任其自然
放手 松手
放肆 猖獗
放肆 猖狂
放肆 大肆
放肆 豪恣
放松一下 轻松一下
放下屠刀 改邪归正
放下屠刀 痛改前非
放心 安心
放学 下学
放言高论 高谈阔论
放逐 流放
放纵 纵容
飞奔 飞驰
飞必冲天 平地一声雷
飞驰 飞奔
飞短流长 风言风语
飞短流长 流言蜚语
飞蛾扑火 自取灭亡
飞黄腾达 青云直上
飞翔 翱翔
飞翔 飞舞
飞行 飞翔
飞扬跋扈 作威作福
非常 极度
非常 十分
非但 不但
非法 不法
非凡 不凡
非命 横死
非难 驳诘
非难 谴责
非死即伤 不死即伤
菲薄 肤浅
菲薄 浮浅
菲林 胶卷
菲酌 薄酌
蜚短流长 闲言闲语
蜚言 浮言
肥饶 肥沃
肥皂 番笕
匪贼 强盗
诽语 谗言
吠影吠声 随声附和
废除 撤废
废寝忘食 夜以继日
废止 废除
沸水 滚水
费尽唇舌 唇焦舌敝
费尽唇舌 舌敝唇焦
费尽心机 化尽心血
费尽心机 千方百计
费尽心机 想方设法
费尽心血 处心积虑
费尽心血 呕心沥血
费尽心血 煞费苦心
费尽心血 挖空心思
费劲 费力
费力 吃力
费钱 花钱
费神 劳神
费心 操心
费心 费神
分辨 分辩
分担 分管
分高下 定胜败
分高下 决雌雄
分毫不爽 一点不错
分家 分居
分量 份量
分裂 割裂
分娩 临蓐
分秒必争 争分夺秒
分内 份内
分派 分拨
分派 分配
分歧 不合
分身不暇 分身乏术
分说 分辩
分外 格外
分外 特别
分文不取 一钱不受
分析 剖析
吩咐 叮咛
纷繁 纷纷
纷纷 纷纭
纷乱 缭乱
纷纭 纷繁
纷至沓来 接连不断
纷至沓来 接踵而至
芬芳 芳香
氛围 气氛
坟场 墓地
焚劫 焚掠
焚琴煮鹤 大煞风景
焚烧 燃烧
粉墨登场 袍笏登场
粉身碎骨 奋不顾身 肝脑涂地
粉碎 破碎 
奋不顾身 不屈不挠
奋发蹈厉 奋发图强
奋发蹈厉 奋发自强
奋发图强 蹈厉奋发
奋发图强 奋发蹈厉
奋发图强 奋发向上
奋起直追 急起直追
奋起直追 迎头赶上
奋勇当先 奋勇争先
奋勇争先 奋勇当先
忿恨 愤恨
愤恨 仇恨
愤恨 恼恨
愤懑 怫郁
愤怒 愤慨
愤怒 气忿
愤怒 气愤
丰采 神姿
丰产 丰登
丰登 丰收
丰功伟绩 劳苦功高
丰厚 丰富
丰年 乐岁
丰年 熟年
丰饶 富饶
丰盛 丰厚
丰衣足食 人给家足
丰裕 充盈
风波 风浪
风采 风度
风驰电掣 追风逐电
风度翩翩 风姿潇洒
风帆 帆船
风景 风光
风景 景物
风凉 凉快
风马不接 风马牛不相及
风马牛不相及 风马不接
风马牛不相及 风马牛不相干
风靡 风行
风靡云涌 风靡云蒸
风靡云蒸 风靡云涌
风平浪静 海不扬波
风平浪静 河清海晏
风起云涌 如火如荼
风趣 有趣
风骚 风流
风声鹤唳 草木皆兵
风俗 风尚
风闻 传闻
风行 盛行
风行一时 不胫而走
风雅 大雅
风雨飘摇 摇摇欲坠
风雨同舟 和衷共济
风韵 风味
风烛残年 行将就木
风姿 风韵
封闭 封锁
封闭 关闭
封爵 册封
封锁 封闭
疯颠 疯癫
烽火 狼烟
锋芒 锋铓
蜂拥 簇拥
逢迎 巴结
逢迎 奉承
讽刺 嘲讽
讽刺 讥嘲
奉承 阿谀
奉还 归还
奉命 受命
奉命 衔命
奉劝 劝说
奉上 送上
奉行故事 遵守习惯
奉养 服侍
奉养 侍奉
奉养 伺候
佛教 释教
佛门 空门
佛寺 梵刹
佛寺 梵宇
佛学 梵学
否定 否认
否极必泰 剥极必复
否则 不然
夫倡妇随 夫唱妇随
夫唱妇随 比翼双飞
夫唱妇随 鹿车共挽
夫妇 佳耦
夫妇 配偶
夫妇 匹俦
夫妇 伉俪
夫妇 良人
夫君 外子
夫役 脚夫
夫役 苦力
夫役 挑夫
肤见 浅见
肤浅 浮浅
敷衍 塞责
敷衍 唐塞
敷衍 搪塞
敷衍了事 马马虎虎
伏法 伏诛
伏莽 盗匪
伏输 服输
伏罪 服罪
扶病 抱病
扶养 抚养
扶养 供养
怫然作色 勃然变色
拂尘 布掸子
拂面 掠面
拂拭 扫除
拂晓 破晓
拂袖 拂衣
服从 听从
服从 听命
服从 遵从
服毒 仰药
服法 吃法
服侍 奉侍
服侍 奉养
服饰 衣饰
服帖 帖服
服膺 谨记
服罪 伏罪
浮泛 空洞
浮光掠影 走马看花
浮家泛宅 水上人家
浮夸 夸张
浮名 虚名
浮皮蹭痒 浮皮潦草
浮浅 浅薄
浮水衣 救生衣
浮图 宝塔
浮图 浮屠
浮屠 浮图
浮现 显现
浮言 蜚言
符合 契合
福分 福气
福份 福分
福气 福分
福寿绵长 福寿绵绵
福寿绵绵 福寿无疆
辐凑 辐辏
抚躬自问 扪心自问
抚摸 抚摩
抚琴 操琴
抚慰 宽慰
抚慰 劝慰
抚心 扪心
抚养 抚育
府上 贵寓
拊膺切齿 怒发冲冠
拊膺切齿 怒火万丈
拊膺切齿 怒火中烧
拊膺切齿 怒气冲天
斧正 匡正
俯拾地芥 俯拾即是
俯拾地芥 如拾草芥
俯首贴耳 唯命是从
俯首帖耳 俯首听命
俯首听命 俯首帖耳
釜中游鱼 釜中之鱼
釜中鱼 俎上肉
腐败 腐朽
腐化 腐蚀
腐烂 腐臭
腐蚀 侵蚀
腐朽 迂腐
父（母）丧 丁忧
父老 长者
父执 世伯
付与 授予
付之一笑 一笑置之
付梓 排印
妇检 妇科体检
妇科病 妇科疾病
妇孺皆知 家喻户晓
负疚 抱歉
负心 亏心
负约 误期
负债 欠债
附和 拥护
附近 四周
附属 从属
复旧 复古
复生 复活
复书 答信
复书 覆信
复书 回信
复苏 苏醒
复习 温习
复辙 覆辙
赴任 到差
赴任 接事
赴任 履新
赴汤蹈火 冲锋陷阵
赴汤蹈火 粉身碎骨
赴汤蹈火 奋不顾身
副角 配角
富贵荣华 功名利禄
富家 大族
富家 巨室
富可敌国 金玉满堂
富丽 华丽
富丽 绮丽
富强 强盛
富饶 富裕
富商 巨贾
富商 殷商
富翁 财主
富余 充裕
富裕 富足
